source CELEX or GDPR article;original regulation sentence;implict actor present;verb with missing actor;type of occurance;identified implict actor;actor enhanced sentence;Notes Lukas;Notes Kate;General notes;
article21;In the context of the use of information society services, and notwithstanding Directive 2002/58/EC, the data subject may exercise his or her right to object by automated means using technical specifications.;n;;;;;;;;
article21;Where personal data are processed for scientific or historical research purposes or statistical purposes pursuant to Article 89(1), the data subject, on grounds relating to his or her particular situation, shall have the right to object to processing of personal data concerning him or her, unless the processing is necessary for the performance of a task carried out for reasons of public interest.;y;processed;passive;processor;Where personal data are processed by the processor for scientific or historical research purposes or statistical purposes pursuant to Article 89(1), the data subject, on grounds relating to his or her particular situation, shall have the right to object to processing of personal data concerning him or her, unless the processing is necessary for the performance of a task carried out for reasons of public interest.;;;;
article22;The data subject shall have the right not to be subject to a decision based solely on automated processing, including profiling, which produces legal effects concerning him or her or similarly significantly affects him or her.;n;;;;;;;;
article22;Paragraph 1 shall not apply if the decision is necessary for entering into, or performance of, a contract between the data subject and a data controller.;n;;;;;;;;
article22;Paragraph 1 shall not apply if the decision is authorised by Union or Member State law to which the controller is subject and which also lays down suitable measures to safeguard the data subject’s rights and freedoms and legitimate interests.;n;;;;;;;;
article22;Paragraph 1 shall not apply if the decision is based on the data subject’s explicit consent.;n;;;;;;;;
article22;In the cases referred to in points (a) and (c) of paragraph 2, the data controller shall implement suitable measures to safeguard the data subject’s rights and freedoms and legitimate interests, at least the right to obtain human intervention on the part of the controller, to express his or her point of view and to contest the decision.;n;;;;;;;;
article22;Decisions referred to in paragraph 2 shall not be based on special categories of personal data referred to in Article 9(1), unless point (a) or (g) of Article 9(2) applies and suitable measures to safeguard the data subject’s rights and freedoms and legitimate interests are in place.;n;;;;;;;;
article23;Union or Member State law to which the data controller or processor is subject may restrict by way of a legislative measure the scope of the obligations and rights provided for in Articles 12 to 22 and Article 34, as well as Article 5 in so far as its provisions correspond to the rights and obligations provided for in Articles 12 to 22, when such a restriction respects the essence of the fundamental rights and freedoms and is a necessary and proportionate measure in a democratic society to safeguard national security.;n;;;;;;;;
article23;Union or Member State law to which the data controller or processor is subject may restrict by way of a legislative measure the scope of the obligations and rights provided for in Articles 12 to 22 and Article 34, as well as Article 5 in so far as its provisions correspond to the rights and obligations provided for in Articles 12 to 22, when such a restriction respects the essence of the fundamental rights and freedoms and is a necessary and proportionate measure in a democratic society to safeguard defence.;n;;;;;;;;
article23;Union or Member State law to which the data controller or processor is subject may restrict by way of a legislative measure the scope of the obligations and rights provided for in Articles 12 to 22 and Article 34, as well as Article 5 in so far as its provisions correspond to the rights and obligations provided for in Articles 12 to 22, when such a restriction respects the essence of the fundamental rights and freedoms and is a necessary and proportionate measure in a democratic society to safeguard public security.;n;;;;;;;;
article23;Union or Member State law to which the data controller or processor is subject may restrict by way of a legislative measure the scope of the obligations and rights provided for in Articles 12 to 22 and Article 34, as well as Article 5 in so far as its provisions correspond to the rights and obligations provided for in Articles 12 to 22, when such a restriction respects the essence of the fundamental rights and freedoms and is a necessary and proportionate measure in a democratic society to safeguard the prevention, investigation, detection or prosecution of criminal offences or the execution of criminal penalties, including the safeguarding against and the prevention of threats to public security.;n;;;;;;;;
article23;Union or Member State law to which the data controller or processor is subject may restrict by way of a legislative measure the scope of the obligations and rights provided for in Articles 12 to 22 and Article 34, as well as Article 5 in so far as its provisions correspond to the rights and obligations provided for in Articles 12 to 22, when such a restriction respects the essence of the fundamental rights and freedoms and is a necessary and proportionate measure in a democratic society to safeguard other important objectives of general public interest of the Union or of a Member State, in particular an important economic or financial interest of the Union or of a Member State, including monetary, budgetary and taxation a matters, public health and social security.;n;;;;;;;;
article23;Union or Member State law to which the data controller or processor is subject may restrict by way of a legislative measure the scope of the obligations and rights provided for in Articles 12 to 22 and Article 34, as well as Article 5 in so far as its provisions correspond to the rights and obligations provided for in Articles 12 to 22, when such a restriction respects the essence of the fundamental rights and freedoms and is a necessary and proportionate measure in a democratic society to safeguard the protection of judicial independence and judicial proceedings.;n;;;;;;;;
article23;Union or Member State law to which the data controller or processor is subject may restrict by way of a legislative measure the scope of the obligations and rights provided for in Articles 12 to 22 and Article 34, as well as Article 5 in so far as its provisions correspond to the rights and obligations provided for in Articles 12 to 22, when such a restriction respects the essence of the fundamental rights and freedoms and is a necessary and proportionate measure in a democratic society to safeguard the prevention, investigation, detection and prosecution of breaches of ethics for regulated professions.;n;;;;;;;;
article23;Union or Member State law to which the data controller or processor is subject may restrict by way of a legislative measure the scope of the obligations and rights provided for in Articles 12 to 22 and Article 34, as well as Article 5 in so far as its provisions correspond to the rights and obligations provided for in Articles 12 to 22, when such a restriction respects the essence of the fundamental rights and freedoms and is a necessary and proportionate measure in a democratic society to safeguard a monitoring, inspection or regulatory function connected, even occasionally, to the exercise of official authority in the cases referred to in points (a) to (e) and (g).;n;;;;;;;;
article23;Union or Member State law to which the data controller or processor is subject may restrict by way of a legislative measure the scope of the obligations and rights provided for in Articles 12 to 22 and Article 34, as well as Article 5 in so far as its provisions correspond to the rights and obligations provided for in Articles 12 to 22, when such a restriction respects the essence of the fundamental rights and freedoms and is a necessary and proportionate measure in a democratic society to safeguard the protection of the data subject or the rights and freedoms of others.;n;;;;;;;;
article23;Union or Member State law to which the data controller or processor is subject may restrict by way of a legislative measure the scope of the obligations and rights provided for in Articles 12 to 22 and Article 34, as well as Article 5 in so far as its provisions correspond to the rights and obligations provided for in Articles 12 to 22, when such a restriction respects the essence of the fundamental rights and freedoms and is a necessary and proportionate measure in a democratic society to safeguard the enforcement of civil law claims.;n;;;;;;;;
article23;In particular, any legislative measure referred to in paragraph 1 shall contain specific provisions at least, where relevant, as to the purposes of the processing or categories of processing.;n;;;;;;;;
article23;In particular, any legislative measure referred to in paragraph 1 shall contain specific provisions at least, where relevant, as to the categories of personal data.;n;;;;;;;;
article23;In particular, any legislative measure referred to in paragraph 1 shall contain specific provisions at least, where relevant, as to the scope of the restrictions introduced.;n;;;;;;;;
article23;In particular, any legislative measure referred to in paragraph 1 shall contain specific provisions at least, where relevant, as to the safeguards to prevent abuse or unlawful access or transfer.;n;;;;;;;;
article23;In particular, any legislative measure referred to in paragraph 1 shall contain specific provisions at least, where relevant, as to the specification of the controller or categories of controllers.;n;;;;;;;;
article23;In particular, any legislative measure referred to in paragraph 1 shall contain specific provisions at least, where relevant, as to the storage periods and the applicable safeguards taking into account the nature, scope and purposes of the processing or categories of processing.;n;;;;;;;;
article23;In particular, any legislative measure referred to in paragraph 1 shall contain specific provisions at least, where relevant, as to the risks to the rights and freedoms of data subjects.;n;;;;;;;;
article23;In particular, any legislative measure referred to in paragraph 1 shall contain specific provisions at least, where relevant, as to the right of data subjects to be informed about the restriction, unless that may be prejudicial to the purpose of the restriction.;n;;;;;;;;
article24;Taking into account the nature, scope, context and purposes of processing as well as the risks of varying likelihood and severity for the rights and freedoms of natural persons, the controller shall implement appropriate technical and organisational measures to ensure and to be able to demonstrate that processing is performed in accordance with this Regulation. ;y;processing;action_noun;processor;Taking into account the nature, scope, context and purposes of processing by the processor as well as the risks of varying likelihood and severity for the rights and freedoms of natural persons, the controller shall implement appropriate technical and organisational measures to ensure and to be able to demonstrate that processing is performed in accordance with this Regulation. ;;;;
article24;Those measures shall be reviewed and updated where necessary.;y;reviewed;passive;controller;Those measures shall be reviewed by the controller and updated by the controller where necessary.;;;;
article24;Those measures shall be reviewed and updated where necessary.;y;updated;passive;controller;Those measures shall be reviewed by the controller and updated by the controller where necessary.;;;;
article24;Where proportionate in relation to processing activities, the measures referred to in paragraph 1 shall include the implementation of appropriate data protection policies by the controller.;n;;;;;;;;
article24;Adherence to approved codes of conduct as referred to in Article 40 or approved certification mechanisms as referred to in Article 42 may be used as an element by which to demonstrate compliance with the obligations of the controller.;n;;;;;;;;
article25;Taking into account the state of the art, the cost of implementation and the nature, scope, context and purposes of processing as well as the risks of varying likelihood and severity for rights and freedoms of natural persons posed by the processing, the controller shall, both at the time of the determination of the means for processing and at the time of the processing itself, implement appropriate technical and organisational measures, such as pseudonymisation, which are designed to implement data-protection principles, such as data minimisation, in an effective manner and to integrate the necessary safeguards into the processing in order to meet the requirements of this Regulation and protect the rights of data subjects. ;n;;;;;;;;
article25;The controller shall implement appropriate technical and organisational measures for ensuring that, by default, only personal data which are necessary for each specific purpose of the processing are processed. ;n;;;;;;;;
article25;That obligation applies to the amount of personal data collected, the extent of their processing, the period of their storage and their accessibility. ;y;collected;passive;processor;That obligation applies to the amount of personal data collected by the processor, the extent of their processing by the processor, the period of their storage and their accessibility. ;;;;
article25;That obligation applies to the amount of personal data collected, the extent of their processing, the period of their storage and their accessibility. ;y;processing;action_noun;processor;That obligation applies to the amount of personal data collected by the processor, the extent of their processing by the processor, the period of their storage and their accessibility. ;;;;
article25;In particular, such measures shall ensure that by default personal data are not made accessible without the individual’s intervention to an indefinite number of natural persons.;y;made;passive;controller;In particular, such measures shall ensure that by default personal data are not made accessible by the controller without the individual’s intervention to an indefinite number of natural persons.;;;"allgemeine Anmerkung: Ich finde bei vielen Negationen kann man eigentlich für i argumentieren; limitation: we always only select exactly one subject, even when more than one would be fitting";
article25;An approved certification mechanism pursuant to Article 42 may be used as an element to demonstrate compliance with the requirements set out in paragraphs 1 and 2 of this Article.;n;;;;;;;;
article26;Where two or more controllers jointly determine the purposes and means of processing, they shall be joint controllers.;n;;;;;;;;
article26;They shall in a transparent manner determine their respective responsibilities for compliance with the obligations under this Regulation, in particular as regards the exercising of the rights of the data subject and their respective duties to provide the information referred to in Articles 13 and 14, by means of an arrangement between them unless, and in so far as, the respective responsibilities of the controllers are determined by Union or Member State law to which the controllers are subject.;n;;;;;;;;
article26;The arrangement may designate a contact point for data subjects.;n;;;;;;;;
article26;The arrangement referred to in paragraph 1 shall duly reflect the respective roles and relationships of the joint controllers vis-à-vis the data subjects.;n;;;;;;;;
article26;The essence of the arrangement shall be made available to the data subject.;y;made;passive;controller;The essence of the arrangement shall be made available by the controller to the data subject.;;;;
article26;Irrespective of the terms of the arrangement referred to in paragraph 1, the data subject may exercise his or her rights under this Regulation in respect of and against each of the controllers.;n;;;;;;;;
article27;Where Article 3(2) applies, the controller or the processor shall designate in writing a representative in the Union.;n;;;;;;;;
article27;The obligation laid down in paragraph 1 of this Article shall not apply to processing which is occasional, does not include, on a large scale, processing of special categories of data as referred to in Article 9(1) or processing of personal data relating to criminal convictions and offences referred to in Article 10, and is unlikely to result in a risk to the rights and freedoms of natural persons, taking into account the nature, context, scope and purposes of the processing.;n;;;;;;;;
article27;The obligation laid down in paragraph 1 of this Article shall not apply to a public authority or body.;n;;;;;;;;
article27;The representative shall be established in one of the Member States where the data subjects, whose personal data are processed in relation to the offering of goods or services to them, or whose behaviour is monitored, are.;y;established;passive;controller;The representative shall be established by the controller in one of the Member States where the data subjects, whose personal data are processed by the processor in relation to the offering of goods or services to them, or whose behaviour is monitored, are.;;;actually: the controller or the processor (shall designate in writing a representative in the Union);
article27;The representative shall be established in one of the Member States where the data subjects, whose personal data are processed in relation to the offering of goods or services to them, or whose behaviour is monitored, are.;y;processed;passive;processor;The representative shall be established by the controller in one of the Member States where the data subjects, whose personal data are processed by the processor in relation to the offering of goods or services to them, or whose behaviour is monitored, are.;;;;
article27;The representative shall be mandated by the controller or processor to be addressed in addition to or instead of the controller or the processor by, in particular, supervisory authorities and data subjects, on all issues related to processing, for the purposes of ensuring compliance with this Regulation.;n;;;;;;;;
article27;The designation of a representative by the controller or processor shall be without prejudice to legal actions which could be initiated against the controller or the processor themselves.;n;;;;;;;;
article28;Where processing is to be carried out on behalf of a controller, the controller shall use only processors providing sufficient guarantees to implement appropriate technical and organisational measures in such a manner that processing will meet the requirements of this Regulation and ensure the protection of the rights of the data subject.;n;;;;;;;;
article28;The processor shall not engage another processor without prior specific or general written authorisation of the controller.;n;;;;;;;;
article28;In the case of general written authorisation, the processor shall inform the controller of any intended changes concerning the addition or replacement of other processors, thereby giving the controller the opportunity to object to such changes.;n;;;;;;;;
article28;Processing by a processor shall be governed by a contract or other legal act under Union or Member State law, that is binding on the processor with regard to the controller and that sets out the subject-matter and duration of the processing, the nature and purpose of the processing, the type of personal data and categories of data subjects and the obligations and rights of the controller.;Y;processing;action_noun;processor;Processing by a processor shall be governed by a contract or other legal act under Union or Member State law, that is binding on the processor with regard to the controller and that sets out the subject-matter and duration of the processing by the processor, the nature and purpose of the processing, the type of personal data and categories of data subjects and the obligations and rights of the controller.;;;;
article28;Processing by a processor shall be governed by a contract or other legal act under Union or Member State law, that is binding on the processor with regard to the controller and that sets out the subject-matter and duration of the processing, the nature and purpose of the processing, the type of personal data and categories of data subjects and the obligations and rights of the controller.;Y;processing;action_noun;processor;Processing shall be governed by a contract or other legal act under Union or Member State law, that is binding on the processor with regard to the controller and that sets out the subject-matter and duration of the processing by the processor, the nature and purpose of the processing by the processor, the type of personal data and categories of data subjects and the obligations and rights of the controller.;;;;
article28;"That contract or other legal act shall stipulate, in particular, that the processor processes the personal data only on documented instructions from the controller, including with regard to transfers of personal data to a third country or an international organisation, unless required to do so by Union or Member State law to which the processor is subject; in such a case, the processor shall inform the controller of that legal requirement before processing, unless that law prohibits such information on important grounds of public interest;.";y;transfers;action_noun;processor;"That contract or other legal act shall stipulate, in particular, that the processor processes the personal data only on documented instructions from the controller, including with regard to transfers of personal data by the processor to a third country or an international organisation, unless required to do so by Union or Member State law to which the processor is subject; in such a case, the processor shall inform the controller of that legal requirement before processing, unless that law prohibits such information on important grounds of public interest;.";;;;
article28;That contract or other legal act shall stipulate, in particular, that the processor ensures that persons authorised to process the personal data have committed themselves to confidentiality or are under an appropriate statutory obligation of confidentiality.;n;;;;;;;;
article28;That contract or other legal act shall stipulate, in particular, that the processor takes all measures required pursuant to Article 32.;n;;;;;;;;
article28;That contract or other legal act shall stipulate, in particular, that the processor respects the conditions referred to in paragraphs 2 and 4 for engaging another processor.;n;;;;;;;;
article28;That contract or other legal act shall stipulate, in particular, that the processor taking into account the nature of the processing, assists the controller by appropriate technical and organisational measures, insofar as this is possible, for the fulfilment of the controller’s obligation to respond to requests for exercising the data subject’s rights laid down in Chapter III.;n;;;;;;;;
article28;That contract or other legal act shall stipulate, in particular, that the processor assists the controller in ensuring compliance with the obligations pursuant to Articles 32 to 36 taking into account the nature of processing and the information available to the processor.;n;;;;;;;;
article28;That contract or other legal act shall stipulate, in particular, that the processor at the choice of the controller, deletes or returns all the personal data to the controller after the end of the provision of services relating to processing, and deletes existing copies unless Union or Member State law requires storage of the personal data.;n;;;;;;;;
article28;That contract or other legal act shall stipulate, in particular, that the processor makes available to the controller all information necessary to demonstrate compliance with the obligations laid down in this Article and allow for and contribute to audits, including inspections, conducted by the controller or another auditor mandated by the controller.;n;;;;;;;;
article28;With regard to point (h) of the first subparagraph, the processor shall immediately inform the controller if, in its opinion, an instruction infringes this Regulation or other Union or Member State data protection provisions.;n;;;;;;;;
article28;Where a processor engages another processor for carrying out specific processing activities on behalf of the controller, the same data protection obligations as set out in the contract or other legal act between the controller and the processor as referred to in paragraph 3 shall be imposed on that other processor by way of a contract or other legal act under Union or Member State law, in particular providing sufficient guarantees to implement appropriate technical and organisational measures in such a manner that the processing will meet the requirements of this Regulation. ;n;;;;;;;;
article28;Where that other processor fails to fulfil its data protection obligations, the initial processor shall remain fully liable to the controller for the performance of that other processor’s obligations.;n;;;;;;;;
article28;Adherence of a processor to an approved code of conduct as referred to in Article 40 or an approved certification mechanism as referred to in Article 42 may be used as an element by which to demonstrate sufficient guarantees as referred to in paragraphs 1 and 4 of this Article.;y;used;passive;controller;Adherence of a processor to an approved code of conduct as referred to in Article 40 or an approved certification mechanism as referred to in Article 42 may be used by the controller as an element by which to demonstrate sufficient guarantees as referred to in paragraphs 1 and 4 of this Article.;;;kann auch processor sein;
article28;Without prejudice to an individual contract between the controller and the processor, the contract or the other legal act referred to in paragraphs 3 and 4 of this Article may be based, in whole or in part, on standard contractual clauses referred to in paragraphs 7 and 8 of this Article, including when they are part of a certification granted to the controller or processor pursuant to Articles 42 and 43.;n;;;;;;;;
article28;The Commission may lay down standard contractual clauses for the matters referred to in paragraph 3 and 4 of this Article and in accordance with the examination procedure referred to in Article 93(2).;n;;;;;;;;
article28;A supervisory authority may adopt standard contractual clauses for the matters referred to in paragraph 3 and 4 of this Article and in accordance with the consistency mechanism referred to in Article 63.;n;;;;;;;;
article28;The contract or the other legal act referred to in paragraphs 3 and 4 shall be in writing, including in electronic form.;n;;;;;;;;
article28;Without prejudice to Articles 82, 83 and 84, if a processor infringes this Regulation by determining the purposes and means of processing, the processor shall be considered to be a controller in respect of that processing.;n;;;;;;;;
article29;The processor and any person acting under the authority of the controller or of the processor, who has access to personal data, shall not process those data except on instructions from the controller, unless required to do so by Union or Member State law.;n;;;;;;;;
article30;Each controller and, where applicable, the controller’s representative, shall maintain a record of processing activities under its responsibility.;n;;;;;;;;
article30;That record shall contain the name and contact details of the controller and, where applicable, the joint controller, the controller’s representative and the data protection officer.;n;;;;;;;;
article30;That record shall contain the purposes of the processing.;n;;;;;;;;
article30;That record shall contain a description of the categories of data subjects and of the categories of personal data.;n;;;;;;;;
article30;That record shall contain the categories of recipients to whom the personal data have been or will be disclosed including recipients in third countries or international organisations.;n;;;;;;;;
article30;That record shall contain where applicable, transfers of personal data to a third country or an international organisation, including the identification of that third country or international organisation and, in the case of transfers referred to in the second subparagraph of Article 49(1), the documentation of suitable safeguards.;n;;;;;;;;
article30;That record shall contain where possible, the envisaged time limits for erasure of the different categories of data.;n;;;;;;;;
article30;That record shall contain where possible, a general description of the technical and organisational security measures referred to in Article 32(1).;n;;;;;;;;
article30;Each processor and, where applicable, the processor’s representative shall maintain a record of all categories of processing activities carried out on behalf of a controller, containing the name and contact details of the processor or processors and of each controller on behalf of which the processor is acting, and, where applicable, of the controller’s or the processor’s representative, and the data protection officer.;n;;;;;;;;
article30;Each processor and, where applicable, the processor’s representative shall maintain a record of all categories of processing activities carried out on behalf of a controller, containing the categories of processing carried out on behalf of each controller.;n;;;;;;;;
article30;Each processor and, where applicable, the processor’s representative shall maintain a record of all categories of processing activities carried out on behalf of a controller, containing where applicable, transfers of personal data to a third country or an international organisation, including the identification of that third country or international organisation and, in the case of transfers referred to in the second subparagraph of Article 49(1), the documentation of suitable safeguards.;n;;;;;;;;
article30;Each processor and, where applicable, the processor’s representative shall maintain a record of all categories of processing activities carried out on behalf of a controller, containing where possible, a general description of the technical and organisational security measures referred to in Article 32(1).;n;;;;;;;;
article30;The records referred to in paragraphs 1 and 2 shall be in writing, including in electronic form.;n;;;;;;;;
article30;The controller or the processor and, where applicable, the controller’s or the processor’s representative, shall make the record available to the supervisory authority on request.;n;;;;;;;;
article30;The obligations referred to in paragraphs 1 and 2 shall not apply to an enterprise or an organisation employing fewer than 250 persons unless the processing it carries out is likely to result in a risk to the rights and freedoms of data subjects, the processing is not occasional, or the processing includes special categories of data as referred to in Article 9(1) or personal data relating to criminal convictions and offences referred to in Article 10.;n;;;;;;;;
article31;The controller and the processor and, where applicable, their representatives, shall cooperate, on request, with the supervisory authority in the performance of its tasks.;n;;;;;;;;
article32;Taking into account the state of the art, the costs of implementation and the nature, scope, context and purposes of processing as well as the risk of varying likelihood and severity for the rights and freedoms of natural persons, the controller and the processor shall implement appropriate technical and organisational measures to ensure a level of security appropriate to the risk, including inter alia as appropriate the pseudonymisation and encryption of personal data.;n;;;;;;;;
article32;Taking into account the state of the art, the costs of implementation and the nature, scope, context and purposes of processing as well as the risk of varying likelihood and severity for the rights and freedoms of natural persons, the controller and the processor shall implement appropriate technical and organisational measures to ensure a level of security appropriate to the risk, including inter alia as appropriate the ability to ensure the ongoing confidentiality, integrity, availability and resilience of processing systems and services.;n;;;;;;;;
article32;Taking into account the state of the art, the costs of implementation and the nature, scope, context and purposes of processing as well as the risk of varying likelihood and severity for the rights and freedoms of natural persons, the controller and the processor shall implement appropriate technical and organisational measures to ensure a level of security appropriate to the risk, including inter alia as appropriate the ability to restore the availability and access to personal data in a timely manner in the event of a physical or technical incident.;n;;;;;;;;
article32;Taking into account the state of the art, the costs of implementation and the nature, scope, context and purposes of processing as well as the risk of varying likelihood and severity for the rights and freedoms of natural persons, the controller and the processor shall implement appropriate technical and organisational measures to ensure a level of security appropriate to the risk, including inter alia as appropriate a process for regularly testing, assessing and evaluating the effectiveness of technical and organisational measures for ensuring the security of the processing.;n;;;;;;;;
article32;In assessing the appropriate level of security account shall be taken in particular of the risks that are presented by processing, in particular from accidental or unlawful destruction, loss, alteration, unauthorised disclosure of, or access to personal data transmitted, stored or otherwise processed.;y;alteration;action_noun;processor;In the controller assessing the appropriate level of security account shall be taken by the controller in particular of the risks that are presented by processing by the processor, in particular from accidental or unlawful destruction by the processor, loss by the processor, alteration by the processor, unauthorised disclosure by the processor of, or access to personal data transmitted by the processor, stored by the processor or otherwise processed by the processor.;;;;
article32;In assessing the appropriate level of security account shall be taken in particular of the risks that are presented by processing, in particular from accidental or unlawful destruction, loss, alteration, unauthorised disclosure of, or access to personal data transmitted, stored or otherwise processed.;y;disclosure;action_noun;processor;In the controller assessing the appropriate level of security account shall be taken by the controller in particular of the risks that are presented by processing by the processor, in particular from accidental or unlawful destruction by the processor, loss by the processor, alteration by the processor, unauthorised disclosure by the processor of, or access to personal data transmitted by the processor, stored by the processor or otherwise processed by the processor.;;;;
article32;In assessing the appropriate level of security account shall be taken in particular of the risks that are presented by processing, in particular from accidental or unlawful destruction, loss, alteration, unauthorised disclosure of, or access to personal data transmitted, stored or otherwise processed.;y;loss;action_noun;processor;In the controller assessing the appropriate level of security account shall be taken by the controller in particular of the risks that are presented by processing by the processor, in particular from accidental or unlawful destruction by the processor, loss by the processor, alteration by the processor, unauthorised disclosure by the processor of, or access to personal data transmitted by the processor, stored by the processor or otherwise processed by the processor.;;;;
article32;In assessing the appropriate level of security account shall be taken in particular of the risks that are presented by processing, in particular from accidental or unlawful destruction, loss, alteration, unauthorised disclosure of, or access to personal data transmitted, stored or otherwise processed.;y;destruction;action_noun;processor;In the controller assessing the appropriate level of security account shall be taken by the controller in particular of the risks that are presented by processing by the processor, in particular from accidental or unlawful destruction by the processor, loss by the processor, alteration by the processor, unauthorised disclosure by the processor of, or access to personal data transmitted by the processor, stored by the processor or otherwise processed by the processor.;;;;
article32;In assessing the appropriate level of security account shall be taken in particular of the risks that are presented by processing, in particular from accidental or unlawful destruction, loss, alteration, unauthorised disclosure of, or access to personal data transmitted, stored or otherwise processed.;y;processing;action_noun;processor;In the controller assessing the appropriate level of security account shall be taken by the controller in particular of the risks that are presented by processing by the processor, in particular from accidental or unlawful destruction by the processor, loss by the processor, alteration by the processor, unauthorised disclosure by the processor of, or access to personal data transmitted by the processor, stored by the processor or otherwise processed by the processor.;;;;
article32;In assessing the appropriate level of security account shall be taken in particular of the risks that are presented by processing, in particular from accidental or unlawful destruction, loss, alteration, unauthorised disclosure of, or access to personal data transmitted, stored or otherwise processed.;y;taken;passive;controller;In the controller assessing the appropriate level of security account shall be taken by the controller in particular of the risks that are presented by processing by the processor, in particular from accidental or unlawful destruction by the processor, loss by the processor, alteration by the processor, unauthorised disclosure by the processor of, or access to personal data transmitted by the processor, stored by the processor or otherwise processed by the processor.;;;;
article32;In assessing the appropriate level of security account shall be taken in particular of the risks that are presented by processing, in particular from accidental or unlawful destruction, loss, alteration, unauthorised disclosure of, or access to personal data transmitted, stored or otherwise processed.;y;assessing;gerund;controller;In the controller assessing the appropriate level of security account shall be taken by the controller in particular of the risks that are presented by processing by the processor, in particular from accidental or unlawful destruction by the processor, loss by the processor, alteration by the processor, unauthorised disclosure by the processor of, or access to personal data transmitted by the processor, stored by the processor or otherwise processed by the processor.;;;;
article32;In assessing the appropriate level of security account shall be taken in particular of the risks that are presented by processing, in particular from accidental or unlawful destruction, loss, alteration, unauthorised disclosure of, or access to personal data transmitted, stored or otherwise processed.;y;transmitted;passive;processor;In the controller assessing the appropriate level of security account shall be taken by the controller in particular of the risks that are presented by processing by the processor, in particular from accidental or unlawful destruction by the processor, loss by the processor, alteration by the processor, unauthorised disclosure by the processor of, or access to personal data transmitted by the processor, stored by the processor or otherwise processed by the processor.;;;;
article32;In assessing the appropriate level of security account shall be taken in particular of the risks that are presented by processing, in particular from accidental or unlawful destruction, loss, alteration, unauthorised disclosure of, or access to personal data transmitted, stored or otherwise processed.;y;stored;passive;processor;In the controller assessing the appropriate level of security account shall be taken by the controller in particular of the risks that are presented by processing by the processor, in particular from accidental or unlawful destruction by the processor, loss by the processor, alteration by the processor, unauthorised disclosure by the processor of, or access to personal data transmitted by the processor, stored by the processor or otherwise processed by the processor.;;;;
article32;In assessing the appropriate level of security account shall be taken in particular of the risks that are presented by processing, in particular from accidental or unlawful destruction, loss, alteration, unauthorised disclosure of, or access to personal data transmitted, stored or otherwise processed.;y;processed;passive;processor;In the controller assessing the appropriate level of security account shall be taken by the controller in particular of the risks that are presented by processing by the processor, in particular from accidental or unlawful destruction by the processor, loss by the processor, alteration by the processor, unauthorised disclosure by the processor of, or access to personal data transmitted by the processor, stored by the processor or otherwise processed by the processor.;;;;
article32;Adherence to an approved code of conduct as referred to in Article 40 or an approved certification mechanism as referred to in Article 42 may be used as an element by which to demonstrate compliance with the requirements set out in paragraph 1 of this Article.;y;used;passive;controller;Adherence to an approved code of conduct by the controller and the processor as referred to in Article 40 or an approved certification mechanism as referred to in Article 42 may be used as an element by which to demonstrate compliance with the requirements set out in paragraph 1 of this Article.;;;;
article32;The controller and processor shall take steps to ensure that any natural person acting under the authority of the controller or the processor who has access to personal data does not process them except on instructions from the controller, unless he or she is required to do so by Union or Member State law.;n;;;;;;;;
article33;In the case of a personal data breach, the controller shall without undue delay and, where feasible, not later than 72 hours after having become aware of it, notify the personal data breach to the supervisory authority competent in accordance with Article 55, unless the personal data breach is unlikely to result in a risk to the rights and freedoms of natural persons.;n;;;;;;;;
article33;Where the notification to the supervisory authority is not made within 72 hours, it shall be accompanied by reasons for the delay.;y;made;passive;controller;Where the notification to the supervisory authority is not made by the controller within 72 hours, it shall be accompanied by reasons for the delay.;;;;
article33;The processor shall notify the controller without undue delay after becoming aware of a personal data breach.;n;;;;;;;;
article33;The notification referred to in paragraph 1 shall at least describe the nature of the personal data breach including where possible, the categories and approximate number of data subjects concerned and the categories and approximate number of personal data records concerned.;y;notification;action_noun;controller;The notification by the the controller referred to in paragraph 1 shall at least describe the nature of the personal data breach including where possible, the categories and approximate number of data subjects concerned and the categories and approximate number of personal data records concerned.;;;;
article33;The notification referred to in paragraph 1 shall at least communicate the name and contact details of the data protection officer or other contact point where more information can be obtained.;y;notification;action_noun;controller;The notification by the the controller referred to in paragraph 1 shall at least communicate the name and contact details of the data protection officer or other contact point where more information can be obtained by the controller.;;;;
article33;The notification referred to in paragraph 1 shall at least communicate the name and contact details of the data protection officer or other contact point where more information can be obtained.;y;obtained;passive;controller;The notification by the the controller referred to in paragraph 1 shall at least communicate the name and contact details of the data protection officer or other contact point where more information can be obtained by the controller.;;;;
